['iteration', 'loss-best', 'loss-worst', 'loss-avg', 'loss-cooldown', 'corrections-pos', 'corrections-neg', 'no-corrections', 'average adjacency acceptance']
1, -244672000.0, -346444000.0, -250312761.9047619, -249221000.0, 10, 53, 38, 0.09412861136999068
2, -145245000.0, -249261000.0, -177411191.17647058, -146679000.0, 19, 49, 33, 0.08914386584289496
3, -144779000.0, -146679000.0, -145598690.9090909, -145896000.0, 4, 51, 46, 0.09777347531461762
4, -145643000.0, -146766000.0, -146079133.33333334, -146726000.0, 5, 40, 56, 0.11826697892271663
5, -146006000.0, -146763000.0, -146453239.13043478, -146726000.0, 4, 42, 55, 0.09395348837209302
6, -96688000.0, -97068000.0, -96881155.55555555, -96688000.0, 2, 43, 56, 0.11147902869757174
7, -95988000.0, -96688000.0, -96175096.77419356, -95988000.0, 2, 29, 70, 0.1132286995515695
8, -94871000.0, -96238000.0, -95694404.25531915, -95248000.0, 3, 44, 54, 0.12392638036809817
9, -95248000.0, -96616000.0, -96243711.53846154, -95623000.0, 5, 47, 49, 0.08729472774416594
10, -96323000.0, -98053000.0, -96698627.90697674, -96323000.0, 4, 39, 58, 0.08977777777777778
11, -95206000.0, -97063000.0, -96360428.57142857, -97063000.0, 2, 40, 59, 0.09702209414024976
12, -95983000.0, -97713000.0, -97242571.42857143, -97336000.0, 4, 31, 66, 0.12362301101591187
13, -96343000.0, -97336000.0, -97239225.80645162, -97333000.0, 2, 29, 70, 0.13032258064516128
14, -95606000.0, -97750000.0, -96631743.58974358, -97750000.0, 3, 36, 62, 0.10756123535676251
15, -94123000.0, -97750000.0, -95622636.36363636, -94126000.0, 6, 38, 57, 0.11038251366120219
16, -94054000.0, -95168000.0, -94213100.0, -95168000.0, 3, 47, 51, 0.10883620689655173
17, -94088000.0, -95205000.0, -94280934.7826087, -94091000.0, 3, 43, 55, 0.10264227642276423
18, -95528000.0, -95821000.0, -95691257.14285715, -95528000.0, 3, 32, 66, 0.10455486542443064
19, -95528000.0, -95781000.0, -95559625.0, -95781000.0, 0, 32, 69, 0.10466321243523316
20, -94051000.0, -95818000.0, -94934948.71794872, -95818000.0, 2, 37, 62, 0.09683604985618409
21, -94788000.0, -95818000.0, -94896555.55555555, -94791000.0, 4, 50, 47, 0.09591642924976258
22, -94446000.0, -96325000.0, -95312816.3265306, -96325000.0, 3, 46, 52, 0.09546313799621928
23, -95568000.0, -96325000.0, -96066400.0, -95948000.0, 2, 33, 66, 0.09351851851851851
24, -95568000.0, -96325000.0, -95865387.75510204, -95985000.0, 2, 47, 52, 0.0960989533777355
25, -95945000.0, -98058000.0, -96545369.56521739, -98058000.0, 5, 41, 55, 0.10883620689655173
26, -97678000.0, -98058000.0, -97917394.73684211, -97718000.0, 4, 34, 63, 0.08292282430213464
27, -95988000.0, -98138000.0, -96391462.96296297, -96368000.0, 7, 47, 47, 0.10836909871244635
28, -96368000.0, -98138000.0, -97492022.72727273, -97065000.0, 2, 42, 57, 0.1173054587688734
29, -96368000.0, -98098000.0, -97329785.71428572, -97398000.0, 4, 38, 59, 0.11272321428571429
30, -95861000.0, -98098000.0, -97117692.3076923, -96981000.0, 3, 49, 49, 0.10171198388721048
31, -96978000.0, -97718000.0, -97033431.81818181, -96981000.0, 3, 41, 57, 0.0964660936007641
32, -96656000.0, -99177000.0, -97353638.29787233, -99177000.0, 4, 43, 54, 0.1470160116448326
33, -97070000.0, -99225000.0, -98109864.86486487, -97070000.0, 5, 32, 64, 0.12423124231242312
34, -96993000.0, -98110000.0, -97586071.42857143, -98110000.0, 3, 39, 59, 0.1158256880733945
35, -96293000.0, -98073000.0, -97200859.6491228, -96996000.0, 6, 51, 44, 0.11062431544359255
36, -96996000.0, -98360000.0, -97859000.0, -98060000.0, 3, 48, 50, 0.08105939004815409
37, -97770000.0, -98907000.0, -98140916.66666667, -98907000.0, 3, 45, 53, 0.10721868365180467
38, -97768000.0, -98490000.0, -98124102.04081632, -98145000.0, 6, 43, 52, 0.10380267214799589
39, -97407000.0, -98907000.0, -98261000.0, -98167000.0, 4, 38, 59, 0.08632478632478632
40, -97827000.0, -99322000.0, -98597930.23255815, -99322000.0, 1, 42, 58, 0.08625106746370624
41, -97750000.0, -99287000.0, -98395900.0, -97750000.0, 7, 43, 51, 0.08340214698596202
42, -96327000.0, -99177000.0, -97352979.16666667, -98837000.0, 6, 42, 53, 0.09430438842203548
43, -98147000.0, -99607000.0, -99128333.33333333, -99267000.0, 9, 36, 56, 0.08523206751054853
44, -96653000.0, -99267000.0, -98153471.6981132, -98470000.0, 5, 48, 48, 0.09058295964125561
45, -97770000.0, -98812000.0, -98321023.8095238, -97770000.0, 5, 37, 59, 0.08271908271908272
46, -97030000.0, -98807000.0, -98164731.70731707, -98465000.0, 4, 37, 60, 0.07811291569992267
47, -96365000.0, -98465000.0, -97399543.47826087, -96806000.0, 6, 40, 55, 0.11026200873362445
48, -95686000.0, -97543000.0, -96781966.10169491, -96806000.0, 3, 56, 42, 0.09483568075117371
49, -96806000.0, -97543000.0, -97268431.37254901, -96806000.0, 1, 50, 50, 0.0960989533777355
50, -95681000.0, -96806000.0, -96040957.44680852, -96021000.0, 5, 42, 54, 0.08898678414096917
