['iteration', 'loss-best', 'loss-worst', 'loss-avg', 'loss-cooldown', 'corrections-pos', 'corrections-neg', 'no-corrections', 'average adjacency acceptance']
1, -196076000.0, -346732000.0, -257332394.36619717, -247752000.0, 18, 53, 30, 0.14574314574314573
2, -193499000.0, -297393000.0, -230565821.9178082, -194619000.0, 12, 61, 28, 0.11938534278959811
3, -193922000.0, -247469000.0, -199436234.375, -196766000.0, 8, 56, 37, 0.11542857142857142
4, -196853000.0, -348112000.0, -291778243.5897436, -295872000.0, 15, 63, 23, 0.14086471408647142
5, -196643000.0, -296606000.0, -244167984.6153846, -198547000.0, 18, 47, 36, 0.15052160953800298
6, -144732000.0, -296626000.0, -200104467.7419355, -144732000.0, 20, 42, 39, 0.13430851063829788
7, -145762000.0, -246133000.0, -200169084.7457627, -193565000.0, 12, 47, 42, 0.1132286995515695
8, -193356000.0, -296509000.0, -231117227.27272728, -296499000.0, 7, 59, 35, 0.12317073170731707
9, -147246000.0, -299369000.0, -253599179.1044776, -147246000.0, 12, 55, 34, 0.10520833333333333
10, -146163000.0, -198013000.0, -189185140.3508772, -195543000.0, 10, 47, 44, 0.11147902869757174
11, -195543000.0, -248266000.0, -198615157.89473686, -196905000.0, 11, 46, 44, 0.14285714285714285
12, -195875000.0, -246783000.0, -204831295.0819672, -246406000.0, 14, 47, 40, 0.10642781875658588
13, -194823000.0, -246783000.0, -210060854.54545453, -196196000.0, 16, 39, 46, 0.10990206746463548
14, -196599000.0, -299179000.0, -249553300.0, -196639000.0, 16, 54, 31, 0.11676300578034682
15, -147806000.0, -198206000.0, -196704407.4074074, -147806000.0, 8, 46, 47, 0.11744186046511627
16, -143830000.0, -246766000.0, -181345035.7142857, -144527000.0, 15, 41, 45, 0.14086471408647142
17, -144490000.0, -148166000.0, -147014041.66666666, -147436000.0, 7, 41, 53, 0.12640801001251564
18, -147436000.0, -198436000.0, -162098100.0, -198436000.0, 5, 55, 41, 0.10848549946294307
19, -196672000.0, -247789000.0, -229867171.42857143, -244639000.0, 21, 49, 31, 0.13032258064516128
20, -193876000.0, -197133000.0, -195187193.5483871, -196319000.0, 11, 51, 39, 0.11361079865016872
21, -195253000.0, -196790000.0, -196024148.93617022, -195713000.0, 11, 36, 54, 0.15955766192733017
22, -96233000.0, -246083000.0, -184095583.33333334, -96970000.0, 10, 26, 65, 0.14553314121037464
23, -96993000.0, -195092000.0, -140942604.16666666, -147646000.0, 5, 43, 53, 0.1476608187134503
24, -144913000.0, -148393000.0, -146335487.80487806, -146283000.0, 8, 33, 60, 0.13685636856368563
25, -144873000.0, -148356000.0, -146865269.23076922, -145506000.0, 11, 41, 49, 0.16974789915966387
26, -144392000.0, -147740000.0, -146072156.8627451, -147700000.0, 10, 41, 50, 0.197265625
27, -95210000.0, -196986000.0, -169300787.23404256, -196136000.0, 12, 35, 54, 0.15756630265210608
28, -192952000.0, -196496000.0, -195502047.6190476, -195469000.0, 13, 50, 38, 0.13049095607235142
29, -194809000.0, -247289000.0, -212502615.3846154, -246939000.0, 12, 53, 36, 0.14285714285714285
30, -245462000.0, -297762000.0, -261585671.0526316, -297759000.0, 16, 60, 25, 0.1281725888324873
31, -195913000.0, -297759000.0, -242726492.06349206, -197070000.0, 17, 46, 38, 0.12392638036809817
32, -194522000.0, -198530000.0, -196122254.54545453, -197073000.0, 10, 45, 46, 0.12212817412333736
33, -196016000.0, -247369000.0, -242605900.0, -196353000.0, 11, 49, 41, 0.13151041666666666
34, -195246000.0, -247106000.0, -205981885.24590164, -246646000.0, 12, 49, 40, 0.1234718826405868
35, -196450000.0, -247383000.0, -212511571.42857143, -197509000.0, 15, 34, 52, 0.13237221494102228
36, -146326000.0, -198546000.0, -166209857.14285713, -147403000.0, 9, 40, 52, 0.1188235294117647
37, -147403000.0, -198813000.0, -150805307.69230768, -148433000.0, 1, 38, 62, 0.12052505966587113
38, -147316000.0, -148810000.0, -148024941.17647058, -147316000.0, 4, 30, 67, 0.10779082177161152
39, -146572000.0, -149336000.0, -147900384.6153846, -146572000.0, 9, 43, 49, 0.11098901098901098
40, -146785000.0, -197346000.0, -163284915.2542373, -197303000.0, 8, 51, 42, 0.1294871794871795
41, -145946000.0, -197303000.0, -148082139.5348837, -147773000.0, 8, 35, 58, 0.13722826086956522
42, -145926000.0, -197700000.0, -151518660.7142857, -197700000.0, 8, 48, 45, 0.11716937354988399
43, -147503000.0, -198460000.0, -154500632.6530612, -147836000.0, 4, 45, 52, 0.1286624203821656
44, -146800000.0, -197123000.0, -185435875.0, -146800000.0, 10, 46, 45, 0.10779082177161152
45, -146800000.0, -197500000.0, -193651275.86206895, -196919000.0, 9, 49, 43, 0.11098901098901098
46, -194175000.0, -245588000.0, -205476684.93150684, -194805000.0, 14, 59, 28, 0.12720403022670027
47, -144469000.0, -195922000.0, -160569491.52542374, -145229000.0, 13, 46, 42, 0.11854460093896714
48, -144550000.0, -198726000.0, -150096019.23076922, -197696000.0, 9, 43, 49, 0.14985163204747776
49, -196769000.0, -199546000.0, -198206109.0909091, -197059000.0, 10, 45, 46, 0.14723032069970846
50, -195789000.0, -198346000.0, -197177590.9090909, -198303000.0, 13, 53, 35, 0.1396957123098202
